"segmento","folio","o","region","comuna","zona","estrato","VarStrat","VarUnit","expr_full","expc_full","expr_fullsat","expr_fullfin","pco1","viv","hog","tot_hogviv","o_viv","sexo","edad","ecivil","pareja","nucleo","pco2","numper","h11","h11e_esp","e1","e2a","e2b","e2c","e3","e4","e5","e6a","e6b","e6c","e7","e8dv","e8nom","e8dir","e8com","e8rbd","e8te","e9","e10","e11a","e11b","e11c","e11d","e12a","e12b1","e12b2","e13pbu","e13pbt","e13pbd","e13pbm","e13bu","e13bt","e13bd","e13bm","e13bp","e13mu","e13mt","e13md","e13mm","e14a","e14b","e15","e16","e17t1","e17t2","e18t1m","e18t1p","e18t2m","e18t2p","e0","o1","o2","o3","o4","o5","o6","o7r1","o7r2","o8","oficio4","o10","o11","o12","o13","o14","o15","o16","o17","o18","o19","o20","rama4_sub","o22","rama4","o24","o25","o26","o27","o28","o29","o30","o0","y21","y28a","y28b","y28c","y28d","y28e","y29a","y29b1","y29b2","y29b3","y29b4","y29b5","y30a","y30b","y30c","y30d","y30e","y0","s1","s2a","s2b","s2c","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18a","s18b","s19","s20","s21","s22","s23","s24a","s24b","s24c","s25a","s25b","s25c","s26a","s26b","s26c","s27a","s27b","s27c","s28a","s28b","s28c","s29a","s29b","s29c","s30a","s30b","s30c","s30d","s31a","s31b","s31c","s31d","s32a","s32b","s32c","s32d","s33a","s33b","s33c","s33d","s34","s35","s36","s37t1","s37t2","s37t3","s38o1","s38o2","s38o3","s39a","s39b","s39c","s39d","s40a","s40b","s40c","s40d","s40e","s40f","s40g","s41a","s41b","s0","r1a","r1c_cod","r1p_cod","r2","r2c_cod","r2p_cod","r1b","r3","r4mn","r4mc","r5pn","r5pc","r6","r7","r8","r9","r10","r11a","r11b","r12","r13a","r13b","r13c","r13d","r13e","r13f","r14a","r14b","r14c","r14d","r14e","r15","r16","r17","r18a","r18b","r18c","r18d","r18e","r18f","r18g","r18h","r19","r20","r0","v1","v2","v2frent","v2fo","v3","v4","v5","v5m","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v16c","v17","v18","v19","v19r","v20","v21","v22","v23","v23r","v24","v25","v26a","v26b","v26c","v26d","v26e","v27a","v27b","v27c","v27d","v27e","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v0a","v0b","esc","educ","asiste","depen","activ","oficio1","rama1_sub","rama1","submuestra","corte","qaut","daut","qaur","daur","yopraj","yoprhaj","ytrabaj","ytrabhaj","ypensaj","ypenshaj","ypresaj","ypreshaj","ysfamaj","ysfamhaj","y2401aj","y2401haj","ycesaj","yceshaj","ybpfeaj","ybpfehaj","yfamaj","yfamhaj","yotpaj","yotphaj","yjubaj","yjubhaj","yvitaj","yvithaj","yinvaj","yinvhaj","ymonaj","ymonhaj","yorfaj","yorfhaj","y2301aj","y2301haj","y2501aj","y2501haj","y2502aj","y2502haj","y2503aj","y2503haj","y2504aj","y2504haj","yautaj","yauthaj","yoautaj","yoauthaj","ymoneaj","ymonehaj","ysubaj","ysubhaj","ytotaj","ytothaj","yaimhaj","ypcauthaj","ypcmonhaj","indmat","indsan","cviv","iae","iai","hacinamiento","dia_ent","mes_ent","a_o_ent","fecha_ent"
11011001,11011001101,2,1,1101,1,11011,11121,11121412,7,6,10,9,2,10,1,1,1,2,36,2,2,1,2,2,1,NA,1,2,NA,NA,2,NA,NA,10,1,4,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1314,70,3,1,2011,3,2,NA,NA,NA,NA,NA,NA,NA,5239,1,1,7,2,NA,2,NA,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,15,3,NA,NA,NA,1,NA,4,4,1,2,NA,5,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,13401,NA,2,13401,NA,NA,3,7,6,7,6,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,2,2,2,2,2,2,3,5,1,0,NA,NA,NA,6,4,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,90000,2,2,1,70000,4,NA,NA,2,1,4,NA,NA,5,NA,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,3,1,3,2,6,"1",1,12,6,2,NA,1,1,NA,7,2,3,5,9,5,9,410200,820400,410200,820400,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,410200,820400,NA,0,410200,820400,NA,0,410200,820400,0,410200,410200,2,2,2,1,1,1,3,1,2012,20120103
11011001,11011001111,1,1,1101,1,11011,11121,11121412,7,6,15,14,1,11,1,1,1,1,56,2,2,1,1,2,1,NA,1,2,NA,NA,2,NA,NA,8,2,2,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7332,84,3,1,2006,3,2,NA,NA,NA,NA,NA,NA,NA,2893,1,1,2,2,NA,2,NA,1,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,4,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,13101,NA,2,15101,NA,NA,3,6,99,6,99,10,NA,NA,12,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,0,NA,NA,NA,6,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,180000,9,9,9,60000,2,0,1,2,1,2,0,1,5,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,3,3,2,5,"1",1,10,3,2,NA,1,7,NA,4,2,3,3,5,2,4,164080,266630,164080,266630,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,164080,266630,NA,0,164080,266630,NA,0,164080,266630,0,133315,133315,2,2,2,1,1,1,3,1,2012,20120103
11011001,11011001111,2,1,1101,1,11011,11121,11121412,7,6,10,10,2,11,1,1,2,2,54,2,2,1,2,2,1,NA,1,2,NA,NA,2,NA,NA,8,2,3,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7431,35,3,1,2006,3,2,NA,NA,NA,NA,NA,NA,NA,3699,1,1,2,2,NA,2,NA,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,19,NA,NA,NA,NA,4,2,1,NA,8,2,NA,5,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,13101,NA,2,15101,NA,NA,3,6,99,6,99,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,0,NA,NA,NA,6,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,180000,9,9,9,60000,2,0,1,2,1,2,0,1,5,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,3,3,2,5,"1",1,11,3,2,NA,1,7,NA,4,2,3,3,5,2,4,102550,266630,102550,266630,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,102550,266630,NA,0,102550,266630,NA,0,102550,266630,0,133315,133315,2,2,2,1,1,1,3,1,2012,20120103
11011001,11011001141,1,1,1101,1,11011,11121,11121412,7,6,NA,NA,1,14,1,1,2,2,39,1,1,1,1,6,1,NA,1,2,NA,NA,2,NA,NA,12,1,5,5,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2411,45,3,1,2009,3,5,1,1,1,1,1,NA,NA,7430,4,6,3,2,NA,1,1,3,5,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,20,3,NA,NA,NA,1,NA,1,NA,3,2,2,1,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10109,NA,1,NA,NA,NA,3,6,5,6,5,4,3,NA,12,2,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,NA,1,1,1,1,2,1,2,2,2,2,1,NA,3,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,17,8,2,NA,1,2,NA,11,2,3,5,9,4,8,329700,1978200,329700,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,329700,2073813,NA,95613,329700,2073813,NA,0,329700,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011001,11011001141,2,1,1101,1,11011,11121,11121412,7,6,NA,NA,4,14,1,1,1,2,13,7,7,1,4,6,1,NA,NA,NA,NA,NA,1,NA,NA,6,2,7,NA,0,"REPUBLICA","CASTRO",1101,126,110,1,3,1,1,2,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,3,2,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,1,NA,3,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,NA,1,1,1,NA,NA,NA,NA,2,3,5,9,4,8,NA,1978200,NA,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2073813,NA,95613,NA,2073813,NA,0,NA,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011001,11011001141,3,1,1101,1,11011,11121,11121412,7,6,NA,NA,2,14,1,1,3,1,39,1,1,1,2,6,1,NA,1,2,NA,NA,2,NA,NA,12,1,5,5,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2148,45,3,1,2010,3,5,1,1,1,1,2,1320,5,1320,5,6,8,2,NA,1,1,3,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4102,NA,1,NA,NA,NA,3,6,5,6,5,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,2,NA,3,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,17,8,2,NA,1,2,3,3,2,3,5,9,4,8,549500,1978200,549500,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,581371,2073813,31871,95613,581371,2073813,NA,0,581371,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011001,11011001141,4,1,1101,1,11011,11121,11121412,7,6,NA,NA,13,14,1,1,4,2,20,7,7,2,4,6,3,123,1,2,NA,NA,1,NA,NA,12,2,2,5,NA,"U CONCECION","VICTOR LAMA 1290",8101,87,0,8,5,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,250000,8,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,4,4,NA,NA,3,2,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,123,1,NA,NA,2001,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,1,NA,3,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,14,7,1,8,3,NA,NA,NA,2,3,5,9,4,8,NA,1978200,NA,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2073813,NA,95613,NA,2073813,NA,0,NA,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011001,11011001141,5,1,1101,1,11011,11121,11121412,7,6,NA,NA,13,14,1,1,5,2,50,1,7,2,1,6,3,123,1,2,NA,NA,2,NA,NA,12,1,7,7,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2412,50,3,1,2010,3,5,1,1,1,1,1,NA,NA,6304,4,6,3,2,NA,1,1,3,5,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,4,4,3,2,2,5,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,123,1,NA,NA,2001,3,99,99,99,99,10,NA,NA,12,2,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,2,NA,3,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,19,8,2,NA,1,2,NA,9,2,3,5,9,4,8,1099000,1978200,1099000,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1162742,2073813,63742,95613,1162742,2073813,NA,0,1162742,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011001,11011001141,6,1,1101,1,11011,11121,11121412,7,6,27,24,4,14,1,1,6,2,20,7,7,1,4,6,1,NA,1,2,NA,NA,1,NA,NA,12,2,3,5,NA,"INACAP","AV. LA TIRANIA",1101,54,0,9,5,2,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,180000,8,NA,NA,NA,NA,NA,1,2,2,2,1,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,1,NA,NA,NA,7,2,NA,1,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,7,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,10109,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,1,1,1,2,10,1,1,2,NA,NA,5,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2,2,2,150000,1,15000,NA,1,1,1,30000,NA,5,NA,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,3,"6",2,15,7,1,9,3,NA,NA,NA,2,3,5,9,4,8,NA,1978200,NA,1978200,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2073813,NA,95613,NA,2073813,NA,0,NA,2073813,0,345635.5,345635.5,1,1,1,1,2,1,6,1,2012,20120106
11011002,11011002021,1,1,1101,1,11011,11121,11121001,25,22,67,NA,1,2,1,1,2,1,43,1,1,1,1,6,1,NA,1,2,NA,NA,2,NA,NA,12,1,5,5,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2142,54,3,1,2007,3,5,1,1,1,1,1,NA,NA,4520,4,6,8,2,NA,1,1,3,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,1,2,6,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,3,12,5,12,5,1,3,NA,12,2,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,NA,1,1,1,1,2,2,2,2,2,2,2,10,1,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,17,8,2,NA,1,2,NA,6,1,3,5,9,5,9,1428700,1813350,1433280,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1516410,2301060,83130,483130,1516410,2301060,NA,0,1516410,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
11011002,11011002021,2,1,1101,1,11011,11121,11121001,25,22,36,35,2,2,1,1,1,2,42,1,1,1,2,6,1,NA,1,2,NA,NA,2,NA,NA,12,1,4,4,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,26,3,NA,NA,NA,2,NA,4,4,7,1,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,3,7,6,7,6,1,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,2,2,2,1,10,1,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,16,8,2,NA,3,NA,NA,NA,1,3,5,9,5,9,NA,1813350,NA,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4e+05,2301060,4e+05,483130,4e+05,2301060,NA,0,4e+05,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
11011002,11011002021,3,1,1101,1,11011,11121,11121001,25,22,NA,NA,3,2,1,1,4,2,15,7,7,1,3,6,1,NA,1,2,NA,NA,1,NA,NA,8,2,1,NA,9,"Mº AUXILIADORA","JJ PEREZ 752",1101,127,310,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,40000,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,4,4,NA,NA,7,1,NA,7,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,25,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,1,NA,3,1,3,NA,NA,1,1,4,NA,1,1,1,1990,2,8,NA,NA,NA,NA,2,2,2,5e+05,1,25000,NA,1,1,1,35000,NA,5,NA,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,3,1,1,3,"1 Y 2",1,9,3,1,3,3,NA,NA,NA,1,3,5,9,5,9,NA,1813350,NA,1817930,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2301060,NA,483130,NA,2301060,NA,0,NA,2535560,234500,383510,383510,2,1,1,1,2,1,18,11,2011,20111118
